 language, time
C++,0.172
C++,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
Java,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
C++,0.176
Python,0.176
C++,0.176
Java,0.176
Python 3,0.176
C++,0.180
C++,0.180
C++,0.180
C++,0.180
C++,0.180
C++,0.180
C++,0.180
C++,0.180
C++,0.180
C++,0.180
C++,0.180
Java,0.180
C++,0.180
Java,0.180
Java,0.180
C++,0.180
C++,0.184
C++,0.184
C++,0.184
C++,0.184
C++,0.184
C++,0.184
C++,0.184
Java,0.184
C++,0.184
C++,0.184
C++,0.184
C++,0.184
Python,0.184
C++,0.184
Java,0.184
C++,0.184
C++,0.184
C++,0.184
Java,0.184
C++,0.188
C++,0.188
C++,0.188
Java,0.188
C++,0.188
C++,0.188
C++,0.188
C++,0.188
Java,0.188
C++,0.188
C++,0.188
C++,0.188
C++,0.188
C++,0.188
C++,0.192
C++,0.192
C++,0.192
C++,0.192
C++,0.192
C++,0.192
C++,0.192
C++,0.192
C++,0.192
Java,0.192
Java,0.192
C++,0.192
Java,0.192
C++,0.196
C++,0.196
C++,0.196
C++,0.196
Java,0.196
C++,0.196
Java,0.196
C++,0.196
C++,0.196
Java,0.196
C++,0.196
Java,0.196
C++,0.196
Python 3,0.196
C++,0.196
C++,0.196
C++,0.200
C++,0.200
C++,0.200
C++,0.200
C++,0.200
C++,0.200
C++,0.200
Python 3,0.200
C++,0.200
C++,0.200
C++,0.200
C++,0.200
Java,0.200
Java,0.200
C++,0.204
Java,0.204
Python,0.204
C++,0.204
C++,0.204
C++,0.204
C++,0.204
C++,0.204
C++,0.204
C++,0.208
C++,0.208
C++,0.208
Python 3,0.208
C++,0.208
Java,0.208
C++,0.208
C++,0.208
C++,0.208
C++,0.212
C++,0.212
C++,0.212
C++,0.212
Python,0.212
C++,0.212
C++,0.212
C++,0.216
Java,0.216
C++,0.216
C++,0.216
C++,0.216
Java,0.216
Java,0.216
C++,0.216
C++,0.216
C++,0.216
C++,0.220
C++,0.220
Java,0.220
Java,0.220
C++,0.220
C++,0.220
Java,0.224
Java,0.224
C++,0.224
C++,0.224
C++,0.224
Java,0.224
Java,0.224
Java,0.224
C++,0.224
C++,0.224
C++,0.224
Python 3,0.224
Python 3,0.224
Java,0.224
C++,0.228
C++,0.228
C++,0.228
C++,0.228
C++,0.228
Java,0.232
C++,0.232
Java,0.232
C++,0.232
Java,0.232
Java,0.232
Java,0.232
Java,0.232
C++,0.232
C++,0.232
Java,0.232
C++,0.232
Python 3,0.232
Java,0.232
C++,0.232
Java,0.232
C++,0.232
Java,0.236
C++,0.236
Java,0.236
C++,0.236
C++,0.240
Python,0.240
C++,0.240
Java,0.240
Python 3,0.240
C++,0.240
C++,0.244
Java,0.244
Java,0.244
Java,0.244
C++,0.244
C++,0.244
C++,0.244
C++,0.244
C++,0.248
C++,0.248
Java,0.248
C++,0.248
Java,0.248
Java,0.248
C++,0.248
C++,0.252
Java,0.252
Java,0.252
C++,0.256
Java,0.256
Java,0.256
Java,0.256
Python 3,0.256
C++,0.256
Python 3,0.256
Python,0.260
Java,0.260
Java,0.260
Java,0.260
Java,0.260
Java,0.260
C++,0.264
Java,0.264
C++,0.264
Java,0.264
Python 3,0.264
Python 3,0.264
C++,0.264
Python 3,0.264
Java,0.264
Python 3,0.264
C++,0.268
Java,0.268
Java,0.268
Java,0.268
C++,0.268
Python,0.268
Java,0.268
Java,0.268
Java,0.268
Java,0.268
C++,0.272
C++,0.272
Java,0.276
Java,0.276
Java,0.276
Java,0.276
C++,0.280
C++,0.280
C++,0.280
Python 3,0.280
Java,0.280
Java,0.280
Python 3,0.284
Java,0.284
Java,0.284
Python,0.284
Java,0.284
Java,0.288
C++,0.288
Python 3,0.288
Java,0.288
C++,0.288
C++,0.292
Java,0.292
Java,0.292
C++,0.292
C++,0.292
Java,0.292
Java,0.292
Java,0.292
Java,0.292
Java,0.292
Python 3,0.292
C++,0.296
C++,0.296
Java,0.296
Java,0.296
C++,0.300
Java,0.300
C++,0.300
Java,0.300
Java,0.300
Python 3,0.300
Java,0.304
Java,0.304
Java,0.304
Java,0.304
Java,0.304
Python 3,0.304
C++,0.308
Java,0.308
C++,0.308
C++,0.308
C++,0.308
Java,0.308
Java,0.308
Java,0.308
C++,0.312
Java,0.312
Python 3,0.312
Java,0.312
C++,0.312
Java,0.312
Java,0.316
C++,0.316
Java,0.316
C++,0.316
Python 3,0.316
Java,0.316
Java,0.316
Java,0.316
Java,0.316
Python 3,0.316
Java,0.316
C++,0.316
Java,0.316
C++,0.320
Python 3,0.320
Java,0.320
Java,0.320
Java,0.320
Java,0.320
C++,0.324
C++,0.324
Java,0.324
Java,0.328
Java,0.328
Java,0.328
Java,0.328
Java,0.328
Java,0.328
C++,0.332
Java,0.332
Java,0.332
Java,0.332
Python 3,0.332
Java,0.332
Python 3,0.332
Java,0.332
Java,0.336
C++,0.336
Java,0.336
Java,0.336
Java,0.340
Java,0.340
Java,0.340
Java,0.340
Java,0.344
Java,0.344
Java,0.344
Java,0.344
Java,0.344
Java,0.344
C++,0.348
Java,0.348
Java,0.348
Java,0.348
Java,0.352
Java,0.356
Java,0.356
Java,0.356
Java,0.360
C++,0.360
Java,0.360
Java,0.364
Java,0.364
C++,0.364
Java,0.364
Java,0.364
Java,0.368
Java,0.368
Java,0.368
Java,0.372
C++,0.372
Java,0.372
Python 3,0.372
Java,0.376
Java,0.376
Java,0.376
Python 3,0.376
C++,0.376
C++,0.380
Java,0.380
Java,0.380
Python 3,0.380
Java,0.380
Java,0.380
Java,0.380
Java,0.384
Java,0.384
Java,0.384
C++,0.392
Java,0.392
Java,0.392
Java,0.396
Java,0.396
Java,0.396
Java,0.400
Java,0.404
Java,0.408
Java,0.408
Python 3,0.412
Java,0.412
Java,0.412
Java,0.416
Java,0.416
Java,0.420
Java,0.424
Java,0.424
C++,0.428
Java,0.428
Java,0.432
Java,0.436
C++,0.436
Java,0.440
Java,0.440
Python 3,0.448
Java,0.452
Java,0.452
Java,0.456
Java,0.468
Java,0.472
Java,0.480
Java,0.484
Java,0.484
Python 3,0.492
Java,0.496
Java,0.500
Python 3,0.520
C++,0.524
Java,0.524
Python 3,0.528
Java,0.528
Java,0.532
Java,0.540
Java,0.580
Java,0.580
Java,0.592
Java,0.596
Java,0.600
Java,0.696
Java,0.916
Python 3,0.972
